ID, Max openSet Size, A* Steps, Normalised Distance
0, 32, 5481, 10.291464420802809
110, 32, 4819, 10.410011463109267
140, 32, 746, 4.979582014351222
160, 32, 3009, 7.347399853874349
190, 32, 5649, 11.966449656949163
