ID, Max openSet Size, A* Steps, Normalised Distance
0, 64, 4034, 8.127226880050971
110, 64, 6668, 10.08538758211702
140, 64, 857, 4.979582014351222
160, 64, 5333, 7.482080912806997
190, 64, 8738, 11.7463385624673
